PlayerName,NFBC_ADP,playerid
Ronald Acuna Jr.,1.76,18401
Fernando Tatis Jr.,2.58,19709
Mookie Betts,3.6,13611
Juan Soto,3.9,20123
Mike Trout,6.1,10155
Gerrit Cole,6.22,13125
Jacob deGrom,6.3,10954
Trea Turner,7.28,16252
Shane Bieber,9.39,19427
Jose Ramirez,10.98,13510
Christian Yelich,11.67,11477
Trevor Story,11.7,12564
Freddie Freeman,12.7,5361
Cody Bellinger,16.07,15998
Trevor Bauer,16.28,12703
Francisco Lindor,17.09,12916
Francisco Lindor,17.09,12916
Yu Darvish,17.14,13074
Lucas Giolito,18.45,15474
Walker Buehler,20.09,19374
Bryce Harper,20.19,11579
Manny Machado,21.63,11493
Aaron Nola,22.39,16149
Adalberto Mondesi,23.26,13769
Bo Bichette,24.47,19612
Luis Castillo,27.37,15689
DJ LeMahieu,28.59,9874
Max Scherzer,28.82,3137
Jack Flaherty,30.57,17479
Kyle Tucker,31.4,18345
Brandon Woodruff,33.79,16162
J.T. Realmuto,34.21,11739
Ozzie Albies,34.44,16556
Nolan Arenado,34.46,9777
Clayton Kershaw,34.8,2036
Eloy Jimenez,34.88,17484
Xander Bogaerts,35.05,12161
Luis Robert,36.44,20043
Corey Seager,37.03,13624
Jose Abreu,37.59,15676
Whit Merrifield,39.44,11281
Zac Gallen,40.62,19291
Tim Anderson,42.06,15172
Anthony Rendon,42.07,12861
Alex Bregman,42.6,17678
Rafael Devers,42.64,17350
Blake Snell,45.12,13543
Kenta Maeda,47.75,18498
Marcell Ozuna,48.43,10324
Starling Marte,50.57,9241
George Springer,50.92,12856
Tyler Glasnow,51.68,14374
Lance Lynn,52.01,2520
Vladimir Guerrero Jr.,55.55,19611
Randy Arozarena,56.99,19290
Pete Alonso,57.82,19251
Aaron Judge,58.29,15640
Josh Hader,58.49,14212
Cavan Biggio,60.72,19252
Corbin Burnes,60.98,19361
Liam Hendriks,61.33,3548
Luke Voit,61.93,14811
Carlos Carrasco,64.72,6632
Zach Plesac,65.72,19979
Sonny Gray,66.06,12768
Max Fried,66.14,13743
Trent Grisham,66.51,18564
Keston Hiura,69.34,20003
Gleyber Torres,70.13,16997
Stephen Strasburg,71.17,10131
Brandon Lowe,71.82,18882
Javier Baez,72.88,12979
Michael Conforto,73.3,16376
Hyun Jin Ryu,74.28,NA
Teoscar Hernandez,75.4,13066
Salvador Perez,76.15,7304
Aroldis Chapman,76.53,10233
Eugenio Suarez,78.6,12552
Ketel Marte,80.55,13613
Edwin Diaz,82.39,sa738152
Edwin Diaz,82.39,14710
Lourdes Gurriel Jr.,83.6,19238
Nick Castellanos,84.12,NA
Yordan Alvarez,84.5,19556
Yoan Moncada,85.04,17232
Jose Berrios,85.1,14168
Kyle Hendricks,85.2,12049
Dinelson Lamet,86.75,17186
Jeff McNeil,86.9,15362
Charlie Blackmon,89.21,7859
Matt Olson,90.16,14344
Raisel Iglesias,91.96,17130
Max Muncy,94.24,13301
Zack Wheeler,94.55,10310
J.D. Martinez,95.61,6184
Austin Meadows,95.86,15672
Framber Valdez,96.34,17295
Will Smith,96.41,19197
Will Smith,96.41,19197
Will Smith,96.41,8048
Will Smith,96.41,8048
Paul Goldschmidt,96.76,9218
Jose Altuve,98.6,5417
Ian Anderson,99.38,19951
Anthony Rizzo,101.07,3473
Nelson Cruz,101.16,2434
Jesus Luzardo,102.17,19959
Dansby Swanson,104.48,18314
James Karinchak,104.73,20151
Alec Bohm,106.33,21618
Dylan Bundy,107.93,12917
Zack Greinke,108.42,1943
Chris Paddack,109.72,20099
Eddie Rosario,111.83,12155
Dominic Smith,112.37,15653
Matt Chapman,113.29,16505
Byron Buxton,114.47,14161
Dylan Moore,115.46,18042
Julio Urias,118.36,14765
Mike Moustakas,119.59,4892
Charlie Morton,121.87,4676
Lance McCullers Jr.,122.21,14120
Ryan Pressly,122.87,7005
Giancarlo Stanton,123.21,4949
Willson Contreras,124.03,11609
Carlos Correa,126.63,14162
Yasmani Grandal,126.89,11368
Joe Musgrove,127.52,12970
Tommy Edman,127.71,19470
Pablo Lopez,128.07,17085
Alex Verdugo,128.9,17027
Kris Bryant,129.83,15429
Tommy Pham,130.01,2967
Wil Myers,130.27,10047
Brad Hand,130.35,9111
Kevin Gausman,131.46,14107
Kenley Jansen,135.71,3096
Eric Hosmer,136.48,3516
Travis d'Arnaud,137.02,7739
Sixto Sanchez,137.07,19680
Marcus Semien,137.8,12533
Kyle Lewis,137.95,19508
Mike Yastrzemski,138.2,14854
Patrick Corbin,138.72,9323
Sandy Alcantara,140.19,18684
Ke'Bryan Hayes,141.82,18577
Ramon Laureano,143.28,17128
Jorge Soler,144.15,14221
Christian Vazquez,147.59,9774
Taylor Rogers,147.69,13449
Jonathan Villar,148.94,10071
Daulton Varsho,150.26,19918
Michael Brantley,152.32,4106
Ryan Mountcastle,152.96,18373
Dylan Carlson,153.47,20126
Josh Bell,155.57,13145
Frankie Montas,156.25,14309
Franmil Reyes,156.31,14566
Anthony Santander,157.58,14551
Victor Robles,158.45,18363
Gio Urshela,160.85,NA
Sean Murphy,160.96,19352
Austin Nola,162.85,15941
Joey Gallo,162.97,14128
Ian Happ,163.98,17919
Didi Gregorius,165.87,6012
Rhys Hoskins,167.01,16472
German Marquez,167.11,15038
Nick Anderson,167.32,18337
Marco Gonzales,167.9,15467
Nick Solak,169.13,19294
Andres Gimenez,169.87,19950
Andres Gimenez,169.87,19950
Gary Sanchez,171.97,11442
Dustin May,172.74,19716
Tyler Mahle,174.62,16358
James McCann,175.15,12859
Devin Williams,175.6,15816
Kirby Yates,177.11,9073
Mike Soroka,179.22,18383
Trey Mancini,179.83,15149
Ha-seong Kim,179.92,sa3011918
Ha-seong Kim,179.92,sa3011918
Ha-seong Kim,179.92,sa3011918
Trevor Rosenthal,183.43,10745
Jake Cronenworth,183.73,18036
David Price,185.24,3184
Clint Frazier,185.58,15983
Max Kepler,186.32,12144
Craig Kimbrel,186.77,6655
Aaron Civale,186.96,19479
Jean Segura,187.31,5933
Alex Colome,188.64,6661
Chris Bassitt,189.51,12304
Kyle Schwarber,190.24,16478
Kyle Schwarber,190.24,16478
Nick Madrigal,191.37,20521
Miguel Sano,193.14,12164
Triston McKenzie,194.43,18000
Josh Donaldson,195.15,5038
Andrew McCutchen,195.99,9847
Dallas Keuchel,196.64,9434
Leody Taveras,196.83,18900
AJ Pollock,197.29,NA
Rafael Montero,197.57,12760
Christian Walker,198.78,13419
Jared Walsh,199.2,18607
Zach Eflin,200.14,13774
Mitch Garver,200.86,15161
Victor Reyes,201.82,15487
Corey Kluber,205.59,2429
Randal Grichuk,207.39,10243
Austin Riley,208,18360
Tony Gonsolin,208.67,19388
Andrew Heaney,209.03,15423
Jesse Winker,210.54,13590
John Means,210.93,16269
Chris Taylor,213.91,13757
Marcus Stroman,214.12,13431
Jorge Polanco,215.9,13152
Drew Smyly,217.37,11760
Jordan Montgomery,218.46,16511
Jameson Taillon,219.79,11674
Justin Turner,219.97,5235
Richard Rodriguez,220.69,13549
Cristian Javier,220.79,17606
David Fletcher,222.46,17992
Jarred Kelenic,222.51,sa3007741
Paul DeJong,223.04,18015
J.D. Davis,223.17,16219
Jose Urquidy,225.18,18413
Brian Anderson,228.23,18289
Eduardo Rodriguez,228.82,13164
Austin Hays,228.89,19363
Andrew Benintendi,229.89,17901
Nathan Eovaldi,231.64,9132
Michael Pineda,232.62,5372
Matt Barnes,233.18,12863
Hunter Dozier,234.61,15117
Shohei Ohtani,234.62,19755
Shohei Ohtani,234.62,19755
Jurickson Profar,234.87,10815
Drew Pomeranz,237.09,11426
Ryan McMahon,238.07,15112
Willi Castro,239.76,17338
Sean Manaea,241.44,15873
Brady Singer,242.68,25377
Zach Davies,243.06,13183
Will Smith,246.66,19197
Will Smith,246.66,19197
Will Smith,246.66,8048
Will Smith,246.66,8048
Ryan Yarbrough,247.13,16502
Buster Posey,247.8,9166
Jeimer Candelario,248.21,13621
Elieser Hernandez,248.89,16933
Raimel Tapia,249.23,14350
Lorenzo Cain,251.37,9077
Gavin Lux,252.45,19955
Jorge Alfaro,253.48,12180
Carson Kelly,253.9,13620
Chris Sale,255.39,10603
Kole Calhoun,256.9,11200
Brandon Nimmo,257,12927
James Paxton,257.55,11828
Garrett Hampson,261.43,19262
Manuel Margot,261.62,14712
Nate Pearson,262.25,20160
Jordan Hicks,262.39,19618
Mark Canha,262.69,11445
Alex Kirilloff,263.29,sa917929
Rowdy Tellez,263.57,15679
Jon Berti,264.01,12037
Kyle Seager,265.63,9785
Mitch Haniger,268.87,14274
Kwang Hyun Kim,268.89,NA
Amed Rosario,269.44,15518
Amed Rosario,269.44,15518
Yasiel Puig,273.5,14225
David Peralta,274.11,2136
Carlos Santana,274.19,2396
Mauricio Dubon,276.03,16530
Greg Holland,279.55,7196
Yadier Molina,280.55,7007
Alejandro Kirk,281.7,22581
Nick Senzel,282.1,19293
Aaron Hicks,282.44,5297
Yuli Gurriel,282.67,19198
Isiah Kiner-Falefa,286.82,16512
Dane Dunning,287.64,19409
Stefan Crichton,289.87,16058
Jake Odorizzi,292.53,6397
Michael Kopech,292.66,17282
Justus Sheffield,293.43,17285
Bobby Dalbec,295.97,19966
Bryan Reynolds,296.59,19326
Eduardo Escobar,297.82,6153
Mike Minor,298.84,10021
Giovanny Gallegos,301.96,14986
Danny Jansen,303.37,16535
Archie Bradley,303.85,12918
Hector Neris,304.73,11804
Griffin Canning,305.83,19867
Taijuan Walker,307.75,11836
Jake Diekman,307.78,5003
Amir Garrett,308.99,14375
Tommy La Stella,310.6,12371
Matthew Boyd,311.07,15440
Mitch Keller,311.53,17594
Joey Wendle,311.77,13853
Wander Franco,312.32,sa3007033
Tarik Skubal,312.58,22267
Scott Kingery,314.94,17975
Avisail Garcia,318.03,5760
Yusei Kikuchi,318.67,20633
Brad Keller,319.59,15734
Yan Gomes,321.63,9627
Domingo German,322.72,17149
Tom Murphy,322.84,13499
Jesus Aguilar,324.22,11342
David Dahl,324.25,13744
Nate Lowe,324.51,19566
Alex Dickerson,324.68,12649
Edwin Rios,326.81,18316
Noah Syndergaard,327.18,11762
Ty France,327.98,17982
Pedro Severino,328.97,14523
Daniel Bard,329.07,7115
Deivi Garcia,330.84,20276
MacKenzie Gore,333.3,sa3005068
Wilson Ramos,334.21,1433
Starlin Castro,336.01,4579
Mark Melancon,336.06,4264
Andrew Vaughn,336.94,NA
Caleb Smith,336.98,14875
Josh Lindblom,337.37,7882
Joc Pederson,338.06,11899
Diego Castillo,339.7,17496
Jose Leclerc,340.11,14524
Wilmer Flores,343.83,5827
Robbie Ray,344.24,11486
Willy Adames,347.53,15986
Joey Votto,353.41,4314
Omar Narvaez,353.47,13338
Adam Eaton,354.06,11205
Spencer Turnbull,354.95,16207
Ryan Jeffers,356.3,24618
Jackie Bradley Jr.,360.03,12984
Adbert Alzolay,361.9,17859
Kolten Wong,363.04,12532
Freddy Peralta,364.2,18679
Willie Calhoun,364.69,17838
Jo Adell,365.94,20220
Justin Upton,366.21,5222
Tejay Antone,367.43,16233
Cesar Hernandez,370.39,10556
Corey Dickerson,371.27,10762
Lucas Sims,373.19,13470
Robbie Grossman,377.97,5254
Robbie Grossman,377.97,5254
Sam Hilliard,379.31,17954
Max Stassi,380.03,10059
Brandon Belt,380.7,10264
Madison Bumgarner,386.45,5524
Oscar Mercado,386.99,16375
Tyler Stephenson,388.33,17988
J.A. Happ,389.71,7410
C.J. Cron,391.59,12546
Hunter Harvey,391.61,15507
Kevin Pillar,392.45,12434
Tanner Houck,394.41,19879
Jordan Romano,394.7,16122
Sam Huff,394.79,NA
Chris Martin,395.41,11847
Michael Lorenzen,396.34,14843
Nick Ahmed,397.37,12147
Jacob Stallings,397.4,13723
Miles Mikolas,397.44,9803
Dylan Cease,398.19,18525
Yimi Garcia,398.3,12095
Casey Mize,399.22,20492
Hunter Renfroe,399.99,15464
Jonathan Schoop,400.48,11265
Spencer Howard,400.84,23252
Luis Arraez,401.48,18568
Evan White,404.88,20078
Franchy Cordero,405.01,14567
Cristian Pache,405.53,19948
Zack Britton,408.63,3240
A.J. Puk,410.01,19343
David Peterson,410.23,20302
Luis Urias,410.44,16622
Miguel Rojas,412.51,7802
Alex Reyes,419.99,15015
Adam Duvall,420.49,10950
Adam Wainwright,422.19,2233
Luke Weaver,422.56,16918
Garrett Richards,424.05,9784
Cal Quantrill,425.68,19312
Michael Chavis,426.18,17321
Carlos Martinez,426.66,11682
Kike Hernandez,427.24,NA
Josh Naylor,427.34,18839
Seth Lugo,428.16,12447
Tanner Rainey,430.24,17610
Niko Goodrum,430.47,12092
JaCoby Jones,431.26,14818
Garrett Cooper,438.09,15279
Evan Longoria,438.17,9368
Austin Slater,438.33,16153
Anthony DeSclafani,440.91,13050
Luis Severino,443.42,15890
Shogo Akiyama,447.67,27461
Colin Moran,449.56,16909
Kurt Suzuki,450.31,8259
Mike Brosseau,450.44,19683
J.P. Crawford,450.58,15491
Jose Iglesias,451.5,10231
Brandon Kintzler,455.17,9939
Jason Heyward,458.11,4940
Andrelton Simmons,460.83,10847
Elvis Andrus,461.15,8709
Anthony Bass,461.29,7982
Myles Straw,462.41,17620
Gregory Polanco,464.59,12907
Renato Nunez,464.65,14503
Joey Bart,465.98,21524
Nico Hoerner,467.67,21479
Elias Diaz,468.53,11680
Jose Quintana,468.67,11423
Blake Treinen,470.39,12572
Josh Fleming,470.74,20418
Maikel Franco,472.3,12179
Reyes Moronta,473.07,14966
Jonathan Hernandez,474.01,17464
Bryan Garcia,475.29,19457
Adrian Houser,475.74,12718
Francisco Mejia,480.13,16403
Francisco Mejia,480.13,16403
Rich Hill,484.9,4806
Cedric Mullins,485.96,NA
Pete Fairbanks,486.79,NA
Carter Kieboom,487.11,19958
Stephen Piscotty,487.23,13367
Alec Mills,487.47,13834
Ross Stripling,487.79,13273
Yandy Diaz,488.83,16578
Emilio Pagan,489.48,14771
Tyler O'Neill,491.48,15711
Martin Maldonado,495.82,6887
Josh Staumont,498.16,18335
Luis Patino,500.2,22815
Trevor Rogers,501.83,22286
Jazz Chisholm,502.39,NA
Tucker Barnhart,503.09,10200
Daniel Ponce de Leon,504.58,16110
Marwin Gonzalez,504.76,5497
Harrison Bader,504.86,18030
Roberto Perez,505.98,2900
Brendan Rodgers,506.75,17907
Luis Torrens,507.2,15905
J.B. Wendelken,507.55,14506
Daniel Hudson,508.31,7146
Jose Trevino,508.52,16725
Adam Frazier,511.76,15223
Chris Archer,512.66,6345
Victor Caratini,512.75,14968
Victor Caratini,512.75,14968
Josh Fuentes,513.1,16885
Orlando Arcia,515.45,13185
Tyler Duffey,515.81,13758
Donovan Solano,515.89,8623
David Bote,515.92,14593
Adley Rutschman,517.25,sa3011643
Merrill Kelly,517.72,11156
Alex Wood,517.92,13781
Kevin Kiermaier,517.97,11038
Emmanuel Clase,518.37,21032
Miguel Cabrera,519.6,1744
Jon Gray,519.69,14916
Yoshi Tsutsugo,519.91,NA
Aaron Bummer,520,16258
Rougned Odor,521.61,12282
Kyle Higashioka,521.76,5517
Edward Olivares,521.94,19698
Brusdar Graterol,523.38,20367
Danny Duffy,523.39,3542
JT Brubaker,524.67,NA
Steven Brault,525.44,15291
Logan Gilbert,530.3,sa3008598
Roman Quinn,530.49,13546
Randy Dobnak,530.66,23798
Khris Davis,531.71,9112
Kohei Arihara,533.03,NA
Pat Valaika,534.54,14885
Kevin Newman,535.65,17696
Michael Wacha,536.06,14078
Kris Bubic,537.21,21455
Chad Pinder,538.49,15191
Nick Pivetta,539.08,15454
Freddy Galvis,541.06,6609
Trevor May,543.32,6398
Chance Sisco,543.49,15694
Jason Castro,545.31,8722
Andrew Knizner,547.07,19514
Matt Manning,547.11,sa917924
Andrew Stevenson,547.9,17932
Kyle Gibson,548.06,10123
Austin Gomber,552.76,16561
Adam Ottavino,552.91,1247
Adrian Morejon,553.95,20039
Rio Ruiz,555.23,14103
Mike Mayers,556.24,15451
Keegan Akin,556.56,19362
Mike Zunino,556.79,13265
Jared Oliva,557.02,19968
Miguel Andujar,557.12,15878
Brandon Crawford,557.86,5343
Gregory Soto,557.87,19677
Vince Velasquez,559.14,11189
Dean Kremer,560.68,19350
Johnny Cueto,560.91,6893
Ji-Man Choi,562.47,5452
Joakim Soria,563.61,6941
Kyle Wright,564.79,19665
Jeter Downs,565.13,sa3004615
Clarke Schmidt,565.67,19899
Antonio Senzatela,566.14,15488
Forrest Whitley,566.4,sa917930
Shin-Soo Choo,569.24,3174
Asdrubal Cabrera,570.09,4962
Masahiro Tanaka,571.99,NA
Jon Lester,572.03,4930
DJ Stewart,572.66,NA
Garrett Crochet,573.07,27463
Rafael Dolis,573.74,4185
Spencer Torkelson,573.77,sa3014504
Matt Shoemaker,575.91,4776
Michael A. Taylor,577.77,11489
Isaac Paredes,579.06,20036
Steven Matz,581.51,13361
Roberto Osuna,582.59,NA
Hanser Alberto,583.32,11902
Austin Barnes,586.67,12158
Brent Suter,586.93,13942
Scott Barlow,587.77,14993
Jeremy Jeffress,587.83,9490
Edward Cabrera,588.92,sa920423
Nomar Mazara,591.01,14553
Justin Dunn,593.09,19268
Rowan Wick,594.32,14646
Tim Locastro,596.22,15124
Nick Wittgren,596.59,15594
Vidal Brujan,598.23,NA
Anderson Tejeda,599.99,19909
Patrick Sandoval,601.3,19447
Brandon Marsh,602.02,sa917944
Ian Desmond,604.99,6885
Kyle Freeland,606.38,16256
Alex Cobb,606.72,6562
Nolan Jones,607.05,NA
Erik Gonzalez,611.06,13369
Austin Romine,611.74,5491
Mitch Moreland,612.68,3086
Julio Rodriguez,614.86,sa3005720
Julio Rodriguez,614.86,sa917669
Luis Garcia,615.17,20391
Luis Garcia,615.17,20391
Luis Garcia,615.17,23735
Luis Garcia,615.17,23735
Luis Garcia,615.17,6984
Luis Garcia,615.17,6984
Chad Green,616.61,15552
Tyler Rogers,617.16,15541
A.J. Minter,618.85,18655
Mike Tauchman,619.51,15274
Corey Knebel,623.46,15010
Chris Flexen,623.84,13896
Travis Shaw,626.34,11982
Joey Lucchesi,628.52,19320
Matt Carpenter,628.53,8090
Jonathan Loaisiga,628.93,19753
Chad Kuhl,629.88,14975
Aristides Aquino,630.78,15482
Matt Wisler,633.37,12804
Brendan McKay,634.92,20186
Logan Webb,635.33,17995
Lewis Brinson,635.99,14352
Jake Bauers,636.51,15194
Anthony Alford,636.87,14329
Jose Alvarado,637.34,17780
Tanner Scott,638.21,17586
Daulton Jefferies,638.62,19345
Joe Jimenez,639.39,15761
Bryse Wilson,639.7,19990
Curt Casali,641.03,12510
Curt Casali,641.03,12510
Andrew Miller,642.08,6785
Brent Honeywell Jr.,642.42,sa828706
Kevin Plawecki,642.84,13807
Jaime Barria,643.42,18356
Dexter Fowler,644.4,4062
Corbin Martin,646.01,19884
Mike Fiers,648.16,7754
Royce Lewis,649.32,sa3004259
Cole Hamels,649.72,4972
Shane McClanahan,650.78,sa3008547
Lou Trivino,650.96,15043
Andrew Knapp,651.57,14942
Josh Jung,652.92,NA
Drew Waters,653.17,sa3004378
Rick Porcello,653.22,2717
Daniel Lynch,653.24,NA
Scott Oberg,655.63,13911
Joe Ross,655.72,12972
Edwin Encarnacion,655.78,2151
Martin Perez,655.9,6902
Michael Fulmer,656.65,13218
Monte Harrison,659.84,17216
Danny Santana,659.98,10322
Shed Long Jr.,661.38,NA
Mychal Givens,661.46,10430
Mike Foltynewicz,662.23,10811
Daniel Vogelbach,665.41,14130
Jose Garcia,666.4,NA
Sean Doolittle,666.82,1581
Matt Moore,666.92,1890
Darwinzon Hernandez,667.69,19848
Pavin Smith,667.7,19892
Tyler Matzek,669.93,10058
Jedd Gyorko,670.23,10816
Brad Miller,671.07,12775
Daniel Johnson,672.34,NA
Brett Gardner,673.1,9927
Carlos Rodon,673.82,16137
Brent Rooker,674.44,19627
Austin Adams,674.51,13801
Leury Garcia,675.18,5913
Keone Kela,675.36,14696
Brandon Workman,676.55,11428
Adam Engel,676.93,15082
Albert Pujols,677.14,1177
Keibert Ruiz,678.8,19610
Reynaldo Lopez,678.95,16400
Jarren Duran,679.6,sa3006786
Jose Urena,679.9,11589
Luis Garcia,680.2,20391
Luis Garcia,680.2,20391
Luis Garcia,680.2,23735
Luis Garcia,680.2,23735
Luis Garcia,680.2,6984
Luis Garcia,680.2,6984
Joely Rodriguez,680.57,11487
Jonah Heim,680.75,16930
Josh Harrison,681.66,8202
Kevin Ginkel,681.9,19876
Josh Rojas,683.66,19734
Bradley Zimmer,683.67,16221
Tyler Chatwood,684.71,4338
Yolmer Sanchez,684.75,11602
Josh Lowe,686.13,sa917926
Lewin Diaz,686.59,18365
Shane Greene,687.23,10756
Demarcus Evans,687.32,21087
Ryan Braun,687.78,3410
Jesse Hahn,688.06,13287
Trevor Williams,691.37,16977
Daniel Norris,691.71,13475
